id;character;origin_dialogue;translated_dialogue
GLZE018TO;System;This save game appears to be damaged and cannot be used. Press /AButton/ to continue.;ดูเหมือนเซฟเกมนี้จะเสียหาย ใช้ไม่ได้ กด /AButton/ เพื่อเล่นต่อ
GLZE020TO;System;This profile appears to be damaged and cannot be used. Press /AButton/ to continue.;ดูเหมือนโปรไฟล์นี้จะเสียหาย ใช้ไม่ได้ กด /AButton/ เพื่อเล่นต่อ
GLZD556TO;System;/AButton/ Zoom in;/AButton/ ซูมเข้า
GLZD557TO;System;/AButton/ Zoom out;/AButton/ ซูมออก
GLPC024TO;System;Show To-Do list on screen?;แสดงรายการ To-Do บนหน้าจอไหม?
GLPC025TO;System;While you were away, your game was automatically paused.;ระหว่างที่คุณไม่อยู่ เกมหยุดเองอัตโนมัติ
GLPC026TO;System;Ok;ตกลง
GLPC028TO;System;Defaults;ค่าเริ่มต้น
GLPC029TO;System;Back;กลับ
GLPC030TO;System;OPTIONS;ตัวเลือก
GLPC031TO;System;MAIN MENU;เมนูหลัก
GLPC032TO;System;EXIT GAME;ออกจากเกม
GLPC033TO;System;Controls;การควบคุม
GLPC034TO;System;CONTROLS;การควบคุม
GLPC035TO;System;Bindings;การตั้งค่าปุ่ม
GLPC036TO;System;Action Bindings;การตั้งค่าปุ่มการกระทำ
GLPC037TO;System;Advanced;ขั้นสูง
GLPC038TO;System;Sensitivity;ความไว
GLPC039TO;System;Deadzone;Deadzone
GLPC040TO;System;Camera;กล้อง
GLPC041TO;System;Camera Settings;การตั้งค่ากล้อง
GLPC042TO;System;Invert Camera Horiz.;กลับด้านกล้องแนวนอน
GLPC043TO;System;Invert Camera Vert.;กลับด้านกล้องแนวตั้ง
GLPC044TO;System;Invert 1st Person;กลับด้านมุมมองบุคคลที่หนึ่ง
GLPC045TO;System;Show Goal Popups;แสดงเป้าหมาย
GLPC046TO;System;Graphics;กราฟิก
GLPC047TO;System;Graphics Options;ตัวเลือกกราฟิก
GLPC048TO;System;Full Screen;เต็มจอ
GLPC049TO;System;V.Sync;V.Sync
GLPC050TO;System;FSAA;FSAA
GLPC051TO;System;FSFX;FSFX
GLPC052TO;System;Adv. Shading;Adv. Shading
GLPC053TO;System;Shadows;เงา
GLPC054TO;System;Brightness;ความสว่าง
GLPC055TO;System;Sound;เสียง
GLPC056TO;System;Sound Settings;การตั้งค่าเสียง
GLPC057TO;System;Master Volume;ระดับเสียงหลัก
GLPC058TO;System;FX Volume;ระดับเสียงเอฟเฟกต์
GLPC059TO;System;Music Volume;ระดับเสียงเพลง
GLPC060TO;System;Voice Volume;ระดับเสียงพูด
GLPC061TO;System;Subtitles;คำบรรยาย
GLPC062TO;System;Hardware Accel.;การเร่งความเร็วด้วยฮาร์ดแวร์
GLPC063TO;System;Advanced Settings;การตั้งค่าขั้นสูง
GLPC064TO;System;Quit To Title;ออกไปหน้าชื่อเกม
GLPC065TO;System;Are you sure you want to quit your game and go back to the title screen? If you haven't saved, your progress will be lost!;แน่ใจนะว่าจะออกจากเกมไปหน้าชื่อเกม? ถ้ายังไม่ได้บันทึก ความคืบหน้าจะหายหมดนะ!
GLPC066TO;System;Exit To Desktop;ออกจากเกมไปที่หน้า Desktop
GLPC067TO;System;Are you sure you want to stop playing Psychonauts?;แน่ใจนะ ว่าจะเลิกเล่นเกม?
CAZF006TO;System;This DOWSING ROD can be used to find deeper, more valuable PSITANIUM ARROWHEADS. Equip the DOWSING ROD and watch and listen to its changing color and sound. This is how it lets you know that you are getting closer to a DEEP ARROWHEAD.;"""แท่งดาวซิ่ง"" สามารถใช้เพื่อหา ""หัวศรไซเทเนียม"" ที่ลึกและมีค่าสูงได้ ถือแท่งดาวซิ่ง แล้วสังเกตสีและการสั่นที่เปลี่ยนไป มันจะบ่งบอกว่ากำลังเข้าใกล้""หัวศรใต้ดิน""แล้ว"
GLPC068TO;System;Lead PC Programmer;Lead PC Programmer
GLPC069TO;System;Changes to hardware acceleration will not take effect until you restart the game.;การเปลี่ยนแปลงการเร่งความเร็วด้วยฮาร์ดแวร์จะมีผลเมื่อรีสตาร์ทเกม
GLPC070TO;System;/AButton/ Play again;/AButton/ เล่นอีกครั้ง
GLPC071TO;System;Smart Camera;กล้องอัจฉริยะ
GLPC072TO;System;Altitude Dampening;ลดการเปลี่ยนแปลงระดับความสูง
GLPC074TO;System;Pitch;โยน
GLPC075TO;System;Yaw;Yaw
GLPC076TO;System;Horizontal;แนวนอน
GLPC077TO;System;Vertical;แนวตั้ง
GLPC078TO;System;Horizontal Sensitivity;ความไวแนวนอน
GLPC079TO;System;Vertical Sensitivity;ความไวแนวตั้ง
GLPC080TO;System;Left /Joystick/;/Joystick/ ซ้าย
GLPC081TO;System;Right /Joystick/;/Joystick/ ขวา
GLPC082TO;System;/FirstKey/ or /SecondKey/;/FirstKey/ หรือ /SecondKey/
