id;character;origin_dialogue;translated_dialogue
WWAH003P2;Peasant-2;Hm. What's the pay?;หืม ค่าจ้างเท่าไหร่?
WWAH005P2;Peasant-2;Pffft! Forget it.;ชิ! ลืมไปเลย
WWAH006RA;Raz;Hi. So now that the guy is gone--;สวัสดี ตอนนี้เขาก็ไปแล้ว--
WWAH008P2;Peasant-2;What's the pay?;ค่าจ้างเท่าไหร่?
WWAH010P2;Peasant-2;This work is hazardous.  I want hazard pay.;งานนี้มันอันตราย ฉันขอค่าเสี่ยงภัยด้วย
WWAH012P2;Peasant-2;Not for me you understand. It's to take care of my family once I'm killed. ;ไม่ใช่สำหรับฉันหรอกนะ เข้าใจไหม? เอาไว้ดูแลครอบครัวฉันหลังจากที่ฉันตายไปแล้ว
WWAH014P2;Peasant-2;Yeah, right.;ใช่สิ
WWAH015P2;Peasant-2;You just come back when you get Fred to pay up.;นายก็แค่กลับมาเมื่อ เฟร็ด ยอมจ่าย
WWAI001P3;Peasant-3;Go away! I'm not coming out 'til the soldier's gone! I'm unarmed!;ไปให้พ้น! ฉันไม่ออกไปจนกว่าทหารจะไป! ฉันไม่มีอาวุธ!
WWAI003P3;Peasant-3;Yeah, nice try.;ใช่ พยายามได้ดี
WWAI004RA;Raz;Hello? I'm recruiting soldiers for the army of the caring and generous Fred Bonaparte--;สวัสดี? ฉันกำลังรับสมัครทหารให้กับกองทัพของ เฟร็ด โบนApart ผู้ใจดีและเอื้อเฟื้อ--
WWAI005P3;Peasant-3;Weapon.;อาวุธ
WWAI007P3;Peasant-3;Weapon. That's what I want. I'm not going to die like the others, okay?;อาวุธ นั่นคือสิ่งที่ฉันต้องการ ฉันจะไม่ตายเหมือนคนอื่นๆ เข้าใจไหม?
WWAI009P3;Peasant-3;You get me my special Musket and I'll come out. I think I left it buried in some hay in that heavily-guarded building over there.;นายเอาปืนคาบศิลาพิเศษของฉันมาให้ แล้วฉันจะออกมา ฉันคิดว่าฉันฝังมันไว้ในกองหญ้าในตึกที่ guards เข้มงวดตรงนั้นน่ะ
WWAI010P3;Peasant-3;Then I'll sign up and kill me some Napoleon-lovers. Got it?;แล้วฉันจะสมัคร แล้วก็ฆ่าพวกคลั่ง นโปเลียน ให้หมด เข้าใจ?
WWAI012RA;Raz;Hey, what was it you--;นี่ นายจะเอาอะไรนะ--
WWAI013P3;Peasant-3;Weapon. Weapon. In the hay, in that building.;อาวุธ อาวุธ ในหญ้า ในตึกนั้น
WWAI014RA;Raz;Right! Okay! Stay put! ;รู้แล้ว โอเค รออยู่ตรงนั้นนะ!
WWAJ001KN;Knight;Sorry! I can't storm Napoleon's stronghold today. Too weak.;ขอโทษที วันนี้ข้าบุกป้อมปราการของ นโปเลียน ไม่ได้ อ่อนแอเกินไป
WWAJ003RA;Raz;Want me to call a doctor?;จะให้ฉันเรียกหมอไหม?
WWAJ004KN;Knight;No, I'm not sick. I just can't find any decent food around here. An army moves on its stomach, you know. An elite force such as I require an elite cuisine, I'm afraid.;ไม่ ข้าไม่ได้ป่วย แค่หาอาหารดีๆ กินแถวนี้ไม่ได้เลย กองทัพต้องเดินด้วยท้อง เจ้ารู้ไหม? กองกำลังชั้นยอดอย่างข้า ก็ต้องการอาหารชั้นยอดด้วย ข้าเกรงว่าจะเป็นเช่นนั้น
WWAJ006KN;Knight;Only the best, young lad. I am a Frenchman, and anything but the finest French delicacy might bruise my palette, and leave me unable to storm anything, save the vomitorium.;ต้องดีที่สุดเท่านั้นนะ หนุ่มน้อย ข้าเป็นคนฝรั่งเศส และอะไรที่ไม่ใช่อาหารฝรั่งเศสเลิศรส อาจจะทำร้ายลิ้นของข้า ทำให้ข้าไม่สามารถบุกอะไรได้ นอกจากห้องสำรอก
WWAJ011KN;Knight;Ooh, that sounds like a grand plan, sir. But not on an empty stomach. ;โอ้ ฟังดูเป็นแผนการที่ยิ่งใหญ่ ท่าน แต่ไม่ใช่ตอนท้องว่างนะ
WWAJ012KN;Knight;I'm sure you understand.;ข้าเชื่อว่าเจ้าคงเข้าใจ
WWAK002CN;Carpenter;Okay, here I come.;โอเค กำลังไป
WWAL004P1;Peasant-1;Okay, hurl my innocent bones into the cruel machine of war. I'm ready.;โอเค โยนกระดูกที่ไร้เดียงสาของฉันเข้าไปในเครื่องจักรสงครามที่โหดร้าย ฉันพร้อมแล้ว
WWAM002P2;Peasant-2;Honey, we can finally buy food for the children!;ที่รัก ในที่สุดเราก็ซื้ออาหารให้ลูกๆ ได้แล้ว!
WWAM006P2;Peasant-2;Anyway, let's go! War ahoy and all that stuff!;เอาล่ะ ไปกันเถอะ! สู้ๆ อะไรทำนองนั้น!
WWAN005P3;Peasant-3;Okay, but just as practice.;โอเค แต่แค่เป็นการฝึกซ้อมนะ
WWAO001SN;Snails;SO BE IT!!!;ก็เอาสิ!!!
WWAO002SN;Snails;If it is truly a time of war then we are ready. We can no longer pull our heads into our shells and hide. We are, after all, armored warriors, and this is our land too. We may not be fast, but we always march upon the glittering path of righteousness, for we create it ourselves from our hearts. Lead us onward, and let us eat holes in the leaves of Napoleon's garden.;ถ้ามันเป็นช่วงเวลาแห่งสงครามจริงๆ พวกเราก็พร้อม พวกเราไม่สามารถซ่อนหัวเข้าไปในกระดองแล้วหลบซ่อนได้อีกต่อไป ท้ายที่สุดแล้วพวกเราก็คือนักรบหุ้มเกราะ และนี่ก็คือแผ่นดินของพวกเราเช่นกัน พวกเราอาจจะไม่เร็ว แต่พวกเราจะเดินทัพไปบนเส้นทางแห่งความชอบธรรมเสมอ เพราะพวกเราสร้างมันขึ้นมาจากใจ นำพวกเราไปข้างหน้า แล้วให้พวกเรากัดกินใบไม้ในสวนของ นโปเลียน ให้เป็นรู!
WWAQ002KN;Knight;Delicious!;อร่อย!
WWAQ003KN;Knight;I haven't had escargot like that since the Duchess' birthday. But even those were not so full of... spirit!;ข้าไม่ได้กินเอสคาโกต์แบบนี้มาตั้งแต่ งานวันเกิดท่านดัชเชส แต่ถึงอย่างนั้นก็ยังไม่เต็มไปด้วย...วิญญาณ!
WWAQ005KN;Knight;But do hurry. I believe I may be hungry again soon.;แต่รีบหน่อย ข้าเชื่อว่าข้าคงจะหิวอีกในเร็วๆ นี้
WWAR004CN;Carpenter;Aw, man.;โธ่เว้ย
WWAR001CN;Carpenter;Yes sir!;ครับผม!
WWAR006CN;Carpenter;How about you fly me over there?;ทำไมนายไม่บินพาฉันไปล่ะ?
WWAR007CN;Carpenter;My legs seem to be glued onto this base. Which is kind of weird.;ขาฉันเหมือนจะติดกับฐานนี้แปลกๆ
WWAR008RA;Raz;Good work on that bridge there.;ทำสะพานได้ดีเลยนะ
WWAR009CN;Carpenter;Yeah, I think I nailed that one.;ใช่ ฉันคิดว่าฉันตอกตะปูได้ดีเลยล่ะ
WWAR010CN;Carpenter;Haha! Carpenter joke!;ฮ่าๆ! มุกช่างไม้!
WWAS001MM;MM;I'm on it! But I can't get over that broken bridge there.;ฉันจัดการเอง! แต่ฉันข้ามสะพานที่พังตรงนั้นไม่ได้อ่ะ
WWAS002MM;MM;Maybe you could get that lazy Carpenter to fix it?;บางทีนายอาจจะให้ไอ้ช่างไม้ขี้เกียจซ่อมมันได้นะ?
WWAS004MM;MM;Okay, I'm ready.;โอเค ฉันพร้อมแล้ว
WWAS005MM;MM;Now put me right next to Napoleon's lackey and you'll see some action!;ตอนนี้เอาฉันไปวางข้างๆ ลูกน้องของ นโปเลียน แล้วนายจะได้เห็นอะไรดีๆ!
WWAT007KN;Knight;Right, well, just move me over there and take that snail!;ใช่ เอาข้าไปวางตรงนั้น แล้วก็เอาหอยทากไปด้วย!
WWAT009KN;Knight;Stronghold!;ป้อมปราการ!
WWAV001RA;Raz;Give up while you can. Fred's gonna win.;ยอมแพ้ซะตอนนี้ยังทัน เฟร็ด กำลังจะชนะ
WWAV002SD;Soldier;Hahaha.;ฮ่าๆๆ
WWAV003SD;Soldier;HAHAHAHA!;ฮ่าๆๆๆ!
WWAV005SD;Soldier;But that would be--how you say, ah--cheating.;แต่นั่นมัน--จะพูดว่าไงดี อ่า--โกงน่ะสิ
WWAW004SD;Soldier;Haha! Suck on that, bridge!;ฮ่าๆ! กินสะพานเข้าไปสิ!
WWAW008NP;Napoleon;Ha ha! I like your je ne sais quoi! Your JOI DE VIVRE! Maybe you will teach my long-legged nincompoop a lesson, eh? Alors!;ฮ่าๆ! ข้าชอบอะไรบางอย่างในตัวเจ้า! ความสนุกสนานของเจ้า! บางทีเจ้าอาจจะสอนบทเรียนให้กับไอ้งั่งขายาวของข้าได้ เอ๊ะ? เอาสิ!
WWAX000CN;Carpenter;Aw now who went and broke my beautiful bridge?;โอ้ ใครมันมาทำลายสะพานสวยๆ ของฉันเนี่ย?
WWAZ000KN;Knight;I would love to slay that enemy soldier, but I am afraid I must save all of my energy for the stronghold. I have only eaten enough to last me through one great struggle, you see.;ข้าอยากจะฆ่าทหารศัตรูคนนั้น แต่ข้าเกรงว่าจะต้องเก็บพลังงานทั้งหมดไว้สำหรับป้อมปราการ ข้ากินมาพอแค่สำหรับการต่อสู้ครั้งยิ่งใหญ่ครั้งเดียวเท่านั้น เจ้าเข้าใจไหม?
WWBC003SN;Snails;Yeah! Us too! Victory!;ใช่! พวกเราด้วย! ชัยชนะ!
WWAM005P2;Peasant-2;I just hope she doesn't spend it all on scrapbook-making supplies. She's gone nuts about that stuff. Part of the reason I'm so ready to die. ;ฉันแค่หวังว่าเธอจะไม่เอาเงินทั้งหมดไปซื้ออุปกรณ์ทำสมุดภาพ เธอคลั่งไคล้เรื่องนั้นมาก หนึ่งในเหตุผลที่ฉันพร้อมจะตายก็เพราะเรื่องนี้แหละ
WWAD001FR;Fred;What? I care!;อะไรนะ? ฉันสนใจ!
WWAD002NP;Napoleon;Then lead them into victory, milky toast!;งั้นก็นำพวกเขาไปสู่ชัยชนะสิ ไอ้ขนมปังจืด!
WWAD003FR;Fred;Shut up!;หุบปาก!
WWAD005FR;Fred;What do they want from me? A notice on my official stationary that says I'd be sad if they died?;พวกเขาต้องการอะไรจากฉัน? ประกาศบนกระดาษเขียนจดหมายทางการของฉันว่าฉันจะเสียใจถ้าพวกเขาตายเหรอ?
WWAD006RA;Raz;Yep.;ใช่
WWAD008FR;Fred;Well, if that doesn't work...;ถ้ามันไม่ได้ผลล่ะก็...
WWAD009RA;Raz;Let me guess: you give up?;ให้ฉันเดา นายยอมแพ้?
WWAD010FR;Fred;Bingo!;ใช่เลย!
WWAD011NP;Napoleon;Ha! Another game at which I would surely defeat you!;ฮ่า! อีกเกมที่ข้าจะเอาชนะเจ้าได้อย่างแน่นอน!
WWAE000RA;Raz;So it's time to recruit some more troops.;ได้เวลาเกณฑ์ทหารเพิ่มแล้ว
WWAE001FR;Fred;Hey, no prob. I'll just write up some more 'I care' notes.;เฮ้ ไม่มีปัญหา ฉันแค่เขียนโน้ต 'ฉันสนใจ' เพิ่มอีกหน่อย
WWAE003FR;Fred;I don't really have any money. Well I did have this really valuable collector's coin...;ฉันไม่มีเงินจริงๆ นะ แต่ฉันมีเหรียญนักสะสมที่มีค่าจริงๆ อยู่เหรียญนึง...
WWAE004NP;Napoleon;Passed down through generations from my father's father!;ส่งต่อกันมาจากรุ่นสู่รุ่นจากพ่อของพ่อข้า!
WWAE005FR;Fred;Whatever.;อะไรก็ช่าง
WWAE007NP;Napoleon;You WHAT!?!;เจ้าทำอะไรนะ!?!
WWAE008FR;Fred;I needed more weight in my pinewood derby racer. Not that it would have helped, the way I lost.;ฉันต้องการน้ำหนักเพิ่มในรถแข่ง pinewood derby ของฉัน ถึงมันจะไม่ช่วยอะไรก็ตาม ดูจากที่ฉันแพ้สิ
WWAE012NP;Napoleon;Generations of royal inbreeding down the drain!;การผสมพันธุ์ในสายเลือดของราชวงศ์หลายชั่วอายุคนสูญเปล่า!
WWAE015FR;Fred;Knock yourself out. I've got enough memories of my dumb ancestors hanging around!;ตามสบาย ฉันมีความทรงจำเกี่ยวกับบรรพบุรุษโง่ๆ ของฉันมากพอแล้ว!
WWAE016NP;Napoleon;Grr!;กรร!
WWAF000RA;Raz;Hello in there! Any Carpenters home?;สวัสดีครับ มีช่างไม้อยู่ไหมครับ?
WWAF002RA;Raz;I'm not a burglar! I'm a recruiter for Fred Bonaparte's army. We're a little light in our corps of engineers, see...;ผมไม่ใช่โจร! ผมมาเกณฑ์คนเข้ากองทัพของ เฟร็ด โบนApart เราขาดแคลนวิศวกรน่ะครับ...
WWAF004RA;Raz;Okay, if I'm a burglar, then how can I be down here talking to you AND up on the roof at the same time?;โอเค ถ้าผมเป็นโจร แล้วผมจะอยู่ข้างล่างคุยกับคุณ แล้วก็อยู่บนหลังคาในเวลาเดียวกันได้ยังไง?
WWAF006RA;Raz;Listen, if I go see what's up on your roof and take care of it, will you come out and help fight Napoleon?;ฟังนะ ถ้าผมไปดูว่ามีอะไรบนหลังคาคุณ แล้วจัดการให้ คุณจะออกมาช่วยสู้กับ นโปเลียน ไหม?
WWAF009RA;Raz;Hey, how do I get up on your roof?;เฮ้ ผมจะขึ้นไปบนหลังคาคุณได้ยังไง?
WWAG000RA;Raz;Hello, I'm recruiting for the Army of Fred Bonaparte, and--;สวัสดีครับ ผมมาเกณฑ์คนเข้ากองทัพของ เฟร็ด โบนApart และ--
WWAG002RA;Raz;What? Fred loves the people! He was just telling me that some of his best friends are, um... the people.;อะไรนะ? เฟร็ด รักประชาชน! เขาเพิ่งบอกผมว่าเพื่อนสนิทของเขาบางคนก็คือ อืม...ประชาชน
WWAG004RA;Raz;Look I'll tell you what: I'll talk to Fred. I'll talk to him, and I'll prove to you that he cares about the common man, and that the fight is not meaningless.;ฟังนะ ผมจะบอกอะไรให้ ผมจะคุยกับ เฟร็ด ผมจะคุยกับเขา และผมจะพิสูจน์ให้คุณเห็นว่าเขาใส่ใจคนธรรมดา และการต่อสู้ครั้งนี้ไม่ได้ไร้ความหมาย
WWAG006RA;Raz;Hey, we really need your help out here on the battlefield!;เฮ้ พวกเราต้องการความช่วยเหลือจากคุณในสนามรบจริงๆ นะ!
WWAG008RA;Raz;Oh yeah, that's what I was supposed to do!;โอ้ ใช่ นั่นคือสิ่งที่ฉันควรจะทำ!
WWAH000RA;Raz;Hi, is this big soldier buggin' you?;สวัสดี ทหารตัวใหญ่คนนี้รบกวนคุณอยู่เหรอ?
WWAH002RA;Raz;Well, why don't you come out here and fight him?;ทำไมคุณไม่ออกมาสู้กับเขาล่ะ?
WWAH004RA;Raz;Uh... Freedom?;เอ่อ... อิสรภาพ?
WWAH007RA;Raz;I'm recruiting for Fred Bonaparte's army, and Fred really cares--;ผมมาเกณฑ์คนเข้ากองทัพของ เฟร็ด โบนApart และ เฟร็ด สนใจจริงๆ นะ--
WWAH009RA;Raz;What?;อะไรนะ?
WWAH011RA;Raz;Well, I could talk to Fred...;ผมคุยกับ เฟร็ด ก็ได้นะ...
WWAH013RA;Raz;What's all this talk of death? We're going to win!;ทำไมถึงพูดเรื่องความตายกัน? เรากำลังจะชนะนะ!
WWAI000RA;Raz;Hello? I'm recruiting--;สวัสดีครับ ผมมาเกณฑ์คน--
WWAI002RA;Raz;Um, he left. He said he had to go to the bathroom, and he left.;เอ่อ เขาไปแล้ว เขาบอกว่าต้องไปเข้าห้องน้ำ แล้วเขาก็ไปเลย
WWAI008RA;Raz;That's the spirit!;นั่นแหละ!
WWAI011RA;Raz;Be right back!;เดี๋ยวมานะ!
WWAJ000RA;Raz;Hello?;สวัสดีครับ?
WWAJ002RA;Raz;Oh, okay.;อ๋อ โอเค
WWAJ005RA;Raz;Oh, well, I'll keep on the lookout for some place with good take out.;อ๋อ งั้น ผมจะคอยดูว่ามีที่ไหนมีอาหารซื้อกลับบ้านอร่อยๆ บ้าง
WWAJ007RA;Raz;Ew.;อี๋
WWAJ008RA;Raz;Hey, are you feeling any better?;เฮ้ อาการดีขึ้นบ้างไหม?
WWAJ009RA;Raz;If we storm Napoleon's stronghold, we win the game, you know.;ถ้านายบุกป้อมปราการของ นโปเลียน ได้ เราจะชนะเกมนะ
WWAJ010RA;Raz;Beat Napoleon and everything...;ชนะ นโปเลียน และทุกอย่าง...
WWAK000RA;Raz;Okay, you can come out. Burglar's gone.;โอเค ออกมาได้แล้ว โจรไปแล้ว
WWAK001CN;Carpenter;Wow. You're pretty tough for a ventriloquist.;ว้าว นายเก่งมากเลยนะ สำหรับนักเชิดหุ่น
WWAK003CN;Carpenter;Just show me where there's some wood to work on and I'll go to town.;แค่บอกฉันว่ามีไม้ตรงไหนที่ต้องทำงาน ฉันจะจัดการเอง
WWAL000RA;Raz;Hey, I have an important message from your fearless leader.;เฮ้ ผมมีข้อความสำคัญจากผู้นำผู้กล้าหาญของคุณ
WWAL001P1;Peasant-1;Oh my god! He does care! He does! I knew it! Fred Bonaparte is the greatest leader of all time! I can't wait to die for his cause!;โอ้ พระเจ้า! เขาสนใจจริงๆ ด้วย! เขาสนใจ! ฉันรู้แล้ว! เฟร็ด โบนApart คือผู้นำที่ยิ่งใหญ่ที่สุดตลอดกาล! ฉันแทบรอที่จะตายเพื่ออุดมการณ์ของเขาไม่ไหวแล้ว!
WWAL002RA;Raz;Well, you might not die. You might win!;ก็ คุณอาจจะไม่ตาย คุณอาจจะชนะ!
WWAL003P1;Peasant-1;Hey, he's a great leader but... he's still Fred.;เฮ้ เขาเป็นผู้นำที่ยิ่งใหญ่ แต่...เขาก็ยังเป็น เฟร็ด
WWAM000RA;Raz;Okay, we had a deal!;โอเค เรามีข้อตกลงกันแล้วนะ!
WWAM001P2;Peasant-2;MONEY! OH MAN!;เงิน! โอ้ พระเจ้า!
WWAM003P2;Peasant-2;Well, I'm off to die in battle, dear, for an incompetent leader who will never know my name. I hope you remarry well!;เอาล่ะ ที่รัก ฉันจะไปตายในการรบแล้วนะ เพื่อผู้นำที่ไร้ความสามารถที่จะไม่มีวันรู้จักชื่อของฉัน ฉันหวังว่าเธอจะแต่งงานใหม่ได้ดีนะ!
WWAM004RA;Raz;More of that negative talk...;พูดแต่เรื่องแย่ๆ อีกแล้ว...
WWAN000RA;Raz;Okay, there's your special Musket. Ready?;โอเค นี่คือปืนคาบศิลาพิเศษของคุณ พร้อมไหม?
WWAN001P3;Peasant-3;Alright! Now I'm all set to go rob that stupid Carpenter!;เอาล่ะ! ตอนนี้ฉันพร้อมที่จะไปปล้นไอ้ช่างไม้โง่ๆ นั่นแล้ว!
WWAN002RA;Raz;What? I got you that gun so you could fight Napoleon's army! Not the Carpenter.;อะไรนะ? ผมเอาปืนให้คุณไปสู้กับกองทัพของ นโปเลียน ไม่ใช่ช่างไม้!
WWAN003P3;Peasant-3;I've been trying to break into his house for days now, but he's always got a fire going so I can't get down his chimney!;ฉันพยายามจะเข้าไปในบ้านเขามาหลายวันแล้ว แต่เขาก่อไฟไว้ตลอด ฉันเลยลงปล่องไฟไม่ได้!
WWAN004RA;Raz;Well, could you just fight this one lousy soldier first? He's kind of in the way anyway...;งั้น คุณช่วยสู้กับทหารห่วยๆ คนนี้ก่อนได้ไหม? เขากีดขวางทางน่ะ...
WWAN006P3;Peasant-3;Where is he?;เขาอยู่ไหน?
WWAO000RA;Raz;Okay, Snails. It's time to serve the cause!;โอเค พวก หอยทาก ได้เวลาทำเพื่ออุดมการณ์แล้ว!
WWAO003RA;Raz;Wow. Right on. Yes.;ว้าว ใช่เลย ใช่
WWAQ000SN;Snails;Charge!!!;บุก!!!
WWAQ001KN;Knight;(Munch munch!);(เคี้ยวๆ!)
WWAQ004KN;Knight;I am truly inspired. Come, let us storm Napoleon's stronghold and win this game for Fred Bonaparte!;ข้าได้รับแรงบันดาลใจอย่างแท้จริง มาเถอะ พวกเราจะบุกป้อมปราการของ นโปเลียน และชนะเกมนี้ให้ เฟร็ด โบนApart!
WWAR000RA;Raz;You ready to work?;พร้อมทำงานไหม?
WWAR002CN;Carpenter;Just put me where there's some wood that needs working!;แค่เอาฉันไปวางตรงที่มีไม้ที่ต้องทำงาน!
WWAR003RA;Raz;Well there's nothing for you to do right now. So why don't you sort your nails or something?;ตอนนี้ไม่มีอะไรให้ทำ งั้นทำไมนายไม่จัดเรียงตะปู หรืออะไรทำนองนั้นล่ะ?
WWAR005RA;Raz;How about you fix that broken bridge over there!;ทำไมนายไม่ซ่อมสะพานที่พังตรงนั้นล่ะ!
WWAR011RA;Raz;Wow, it's hard to believe you're entirely made of wood.;ว้าว ไม่น่าเชื่อเลยว่านายทำจากไม้ทั้งหมด
WWAS000RA;Raz;Time to fight for the fatherland!;ได้เวลาสู้เพื่อมาตุภูมิแล้ว!
WWAS003CN;Carpenter;I heard that!;ฉันได้ยินนะ!
WWAT000RA;Raz;Alright, let's take Napoleon's stronghold and win the game!;เอาล่ะ ไปยึดป้อมปราการของ นโปเลียน แล้วชนะเกมกัน!
WWAT001KN;Knight;Game?;เกม?
WWAT002RA;Raz;War! Woooo!;สงคราม! วู้!
WWAT003KN;Knight;Yes! The stronghold shall fall! But first you must fix that bridge.;ใช่! ป้อมปราการจะต้องล่มสลาย! แต่ก่อนอื่นเจ้าต้องซ่อมสะพานก่อน
