id;character;origin_dialogue;translated_dialogue
LOAI012RA;Raz;Six months?;หกเดือน?
LOAI013Z4;Zealots-4;You don't like our plan, you can come up with another one!;ไม่ชอบแผนพวกเรา แกก็คิดแผนใหม่มาสิ!
LOAI014Z1;Zealots-1;Yes, we are busy! We have to select card stock, and then find a decent, but inexpensive printer within the week.;ใช่ พวกเรายุ่งมาก! พวกเราต้องเลือกกระดาษ แล้วก็หาร้านพิมพ์ดีๆ ราคาไม่แพง ภายในอาทิตย์นี้
LOAI015Z4;Zealots-4;Hey, what are you doing up there?;เฮ้ แกทำอะไรอยู่ข้างบนน่ะ?
LOAI016Z4;Zealots-4;Ow!;โอ๊ย!
LOAI017Z4;Zealots-4;Hey!;เฮ้!
LOAI018Z1;Zealots-1;Careful! My chai tea!;ระวัง! ชาชัยของฉัน!
LOAI019Z4;Zealots-4;Quit it!;หยุดนะ!
LOAI020Z4;Zealots-4;Knock it off!;เลิกซะ!
LOAI021Z4;Zealots-4;We don't have a replacement blimp, you know!;พวกเราไม่มีเรือเหาะสำรองนะเว้ย!
LOAI022RA;Raz;Have you come up with a better plan than the pamphlets yet?;คิดแผนที่ดีกว่าใบปลิวได้รึยัง?
LOAI023Z4;Zealots-4;"Yes, it's called ""Turn in Goggalor for Reward Money.""";"มีแล้ว ชื่อแผน ""ส่งตัว กอกกาลอร์ แลกเงินรางวัล"""
LOAI024RA;Raz;Hey, you guys still in there? It's Goggalor!;เฮ้ พวกนายยังอยู่ข้างในกันรึเปล่า? ฉัน กอกกาลอร์ เอง!
LOAI025Z4;Zealots-4;Oh, this guy. Just ignore him. He'll go away. ;โอ้ เจ้านี่อีกแล้ว ช่างหัวมัน เดี๋ยวก็ไปเอง
LOZN000Z1;Zealots-1;The thing is that, uh, although we have the utmost faith that you will soon contain the area, Goggalor we... uh;คือว่า ถึงแม้พวกเราจะมั่นใจว่าแกจะจัดการพื้นที่ตรงนี้ได้ในเร็วๆ นี้ กอกกาลอร์... พวกเรา... เอ่อ...
LOAJ000CO;Coach;Give up while you can, Goggalor!;ยอมแพ้ซะตอนนี้ ยังทันนะ กอกกาลอร์!
LOAJ001RA;Raz;I know it's you in there, Coach! I don't know where you're broadcasting from, but I'm going to find out and make you show me what happened to Lili.;ฉันรู้ว่านั่นนาย โค้ช! ฉันไม่รู้ว่านายกระจายเสียงมาจากไหน แต่ฉันจะตามหานายให้เจอ แล้วให้นายบอกว่าเกิดอะไรขึ้นกับ ลิลี่
LOAJ002CO;Coach;Kochamara does not speak giant monster boy language.;โคชามารา ไม่พูดภาษาสัตว์ประหลาดยักษ์
LOAJ003RA;Raz;"The only word you're going to need is ""Ouch.""";"คำเดียวที่นายต้องใช้คือ ""โอ๊ย"""
LOAJ004CO;Coach;Miiiiiiiiiiightyyyyyyyyyyyyy... ;พลังอันยิ่งใหญ่...
LOAJ005CO;Coach;RAM!;RAM!
LOAJ006CO;Coach;Deeeeeeaaaadlyyyyyyyyy...;อันตรายถึงชีวิต...
LOAJ007CO;Coach;TRIANGLE BEAM!;ลำแสงสามเหลี่ยม!
