id;character;origin_dialogue;translated_dialogue
ASBR074BO;Boyd;...assassinated the one man in their way...;...ลอบสังหารคนที่ขวางทาง...
ASBR075BO;Boyd;...pretty much control everything.;...ควบคุมทุกอย่าง
ASBR076BO;Boyd;...pick who lives and who dies and what the football scores are going to be every week.;...เลือกได้ว่าใครจะอยู่ใครจะไป แล้วคะแนนฟุตบอลแต่ละสัปดาห์จะเป็นเท่าไหร่
ASBR077BO;Boyd;...and they obviously...;...และเห็นได้ชัดว่าพวกเขา...
ASBR078BO;Boyd;...and I know they...;...และฉันรู้ว่าพวกเขา...
ASBR079BO;Boyd;...but they can't hide that they...;...แต่พวกเขาปิดบังไม่ได้ว่าพวกเขา...
ASBR080BO;Boyd;...ha! Like I don't know that they...;...ฮ่า! เหมือนฉันจะไม่รู้ว่าพวกเขา...
ASBR081BO;Boyd;...and, let's just say for now that they...;...และเอาเป็นว่าตอนนี้ พวกเขา...
ASBR082BO;Boyd;...and, if I know anything, I know that they...;...และถ้าฉันรู้อะไรสักอย่าง ฉันรู้ว่าพวกเขา...
ASBR083BO;Boyd;...and sure as the nose on my face, I am sure they...;...และแน่นอนเหมือนจมูกบนหน้าฉัน ฉันมั่นใจว่าพวกเขา...
ASBR084BO;Boyd;...to get ...;...เพื่อที่จะได้...
ASBR085BO;Boyd;...because they want ...;...เพราะพวกเขาต้องการ...
ASBR086BO;Boyd;...in order to monopolize...;...เพื่อผูกขาด...
ASBR087BO;Boyd;...to keep down...;...เพื่อกดขี่...
ASBR088BO;Boyd;...so the people never find out about...;...เพื่อไม่ให้คนรู้เรื่อง...
ASBR089BO;Boyd;...and who wins? Them. Who loses?;...แล้วใครชนะ? พวกเขา ใครแพ้?
ASBR090BO;Boyd;...all in a big fight over...;...ทั้งหมดนี้ก็เพื่อแย่งชิง...
ASBR091BO;Boyd;...the truth.;...ความจริง
ASBR092BO;Boyd;...all of us.;...พวกเราทุกคน
ASBR093BO;Boyd;...the whole sack of lies.;...กองโกหกทั้งหมด
ASBR094BO;Boyd;...the innocents.;...ผู้บริสุทธิ์
ASBR095BO;Boyd;...the biggest conspiracy of all.;...แผนการสมคบคิดที่ยิ่งใหญ่ที่สุด
ASBR096BO;Boyd;...the infrastructure.;...โครงสร้างพื้นฐาน
ASBR097BO;Boyd;...the lap belt, man.;...เข็มขัดนิรภัย
ASBR098BO;Boyd;...the water supply.;...แหล่งน้ำ
ASBR099BO;Boyd;...the rotundra.;...โรทันดรา
ASBR100BO;Boyd;...the A.M. tenderizer.;...เครื่องบดตอนเช้า
ASBR101BO;Boyd;...last specimen of the super-virus.;...ตัวอย่างสุดท้ายของไวรัสร้าย
ASBR102BO;Boyd;...the witnesses.;...พยาน
ASBR103BO;Boyd;...my hooch.;...เหล้าเถื่อนของฉัน
ASBR104BO;Boyd;...the hanging udders.;...นมที่ห้อยย้อย
ASBR105BO;Boyd;...a clean-burning, perpetual energy source.;...แหล่งพลังงานสะอาดที่เผาไหม้ได้ตลอดกาล
ASBR106BO;Boyd;...a religious artifact with supposedly unimaginable powers.;...วัตถุทางศาสนาที่มีพลังเหนือจินตนาการ
ASBR107BO;Boyd;...exactly what, nobody knows.;...ไม่มีใครรู้ว่ามันคืออะไรกันแน่
ASBR108BO;Boyd;How long do they think they can hide that?;พวกเขาคิดว่าจะซ่อนเรื่องนั้นได้นานแค่ไหน?
ASBR109BO;Boyd;I mean, who do they think they're fooling?;พวกเขาคิดว่ากำลังหลอกใครกัน?
ASBR110BO;Boyd;Can I really be the only person who sees this?;ฉันเป็นคนเดียวจริงๆ เหรอที่เห็นเรื่องนี้?
ASBR111BO;Boyd;Someone has to get this information to the people.;ใครสักคนต้องเอาข้อมูลนี้ไปบอกประชาชน
ASBR112BO;Boyd;If they find out I know this stuff, I'm dead.;ถ้าพวกเขารู้ว่าฉันรู้เรื่องพวกนี้ ฉันตายแน่
ASBR113BO;Boyd;Oh, man. This stuff is hot.;โอ้ ให้ตายสิ เรื่องพวกนี้มันแรง
ASBR114BO;Boyd;...since the year dot.;...ตั้งแต่เมื่อนานมาแล้ว
ASBR115BO;Boyd;...right under people's noses!;...อยู่ตรงหน้าทุกคนนี่เอง!
ASBR116BO;Boyd;...and nobody seems to care!;...แต่ดูเหมือนไม่มีใครสนใจเลย!
ASBR117BO;Boyd;Visiting hours are over!;หมดเวลาเยี่ยมแล้ว!
ASBR118BO;Boyd;Why does that hydrant keep looking at me?;ทำไมหัวดับเพลิงนั่นถึงมองฉันตลอดเลย?
ASBR119BO;Boyd;You can pass it over the counter, but that don't make it over the counter!;ส่งข้ามเคาน์เตอร์ได้ แต่นั่นไม่ได้ทำให้มันข้ามเคาน์เตอร์จริงๆ สักหน่อย!
ASBR120BO;Boyd;No insubordination, right boss? Right?;ไม่มีการขัดคำสั่ง ใช่ไหมบอส? ใช่ไหม?
ASBR121BO;Boyd;Okay, Boss?;โอเค บอส?
ASBR122BO;Boyd;Hey, where is the boss?;เฮ้ บอสไปไหน?
ASBR123BO;Boyd;Ignore it, Cooper!;ช่างมันน่า คูเปอร์!
ASBR124BO;Boyd;I have to get rid of some of this stuff!;ฉันต้องกำจัดของพวกนี้ออกไปบ้าง!
ASBR125BO;Boyd;I have to stay focused.;ฉันต้องมีสมาธิ
ASBR126BO;Boyd;No distractions!;อย่าเสียสมาธิ!
ASBR127BO;Boyd;What???;อะไรนะ???
ASBR128BO;Boyd;Oh, that doesn't fit. That doesn't fit at all.;โอ้ ไม่เข้ากันเลย ไม่เข้ากันสักนิด
ASBR129BO;Boyd;Well, maybe if I forget about that other part.;เอาน่า ถ้าฉันลืมเรื่องอื่นไปบ้าง
ASBR130BO;Boyd;Wait, why did I say that?;เดี๋ยวนะ ทำไมฉันพูดแบบนั้น?
ASBR131BO;Boyd;Oh, Boyd. You've got this all wrong.;โอ้ บอยด์ นายเข้าใจผิดไปหมดแล้ว
ASBR132BO;Boyd;Did I just think that? Or did someone MAKE me think it?;เมื่อกี้ฉันคิดไปเอง หรือว่ามีใครทำให้ฉันคิด?
ASBR133BO;Boyd;But when that happens, they turn it into CHOCOLATE milk, and nobody can tell the difference!;แต่พอเป็นแบบนั้น พวกเขาก็เปลี่ยนเป็นนมช็อกโกแลต แล้วไม่มีใครแยกออกเลย!
ASBR134BO;Boyd;You know what I mean? Amounts tendered? Yeah?;เข้าใจที่ฉันพูดใช่ไหม? จำนวนที่เสนอ? ใช่ไหม?
ASBR135BO;Boyd;The squirrels... have eyes.;พวกกระรอก...มีตา
ASBR136BO;Boyd;Listen to me, listen to me, LISTEN TO ME!;ฟังฉันนะ ฟังฉัน ฟังฉันหน่อย!
ASBR137BO;Boyd;Shut up, shut up, SHUT UP!;หุบปาก หุบปาก หุบปากไปเลย!
ASBR138BO;Boyd;Shhh! No, wait. Say that again?;ชู่ว์! ไม่ เดี๋ยวก่อน พูดอีกทีสิ?
ASBR139BO;Boyd;They think the windows are tinted, but they ain't tinted nearly enough!;พวกเขาคิดว่ากระจกมันติดฟิล์ม แต่จริงๆ มันยังไม่ทึบพอ!
ASBR140BO;Boyd;Of course the milk's got spider webs in it! Taste it!;แน่นอนว่านมมันมีหยากไย่อยู่! ลองชิมดูสิ!
ASBR141BO;Boyd;I scream, you scream, we all scream, we all scream...;ฉันกรีดร้อง นายกรีดร้อง พวกเรากรีดร้อง พวกเรากรีดร้อง...
ASBR142BO;Boyd;The ice cream's in the web, the web is in the cream.;ไอศกรีมอยู่ในใย ใยอยู่ในครีม
ASBR143BO;Boyd;Oh, you think that's regular yarn, do you?;โอ้ นายคิดว่านั่นเป็นแค่เส้นด้ายธรรมดาเหรอ?
ASBR144BO;Boyd;They come, they whisper, they watch, they chop, chop, chop.;พวกเขามา พวกเขากระซิบ พวกเขาดู พวกเขาตัด ตัด ตัด
ASBR145BO;Boyd;What's that on your head? That's no hat. Maybe you could tell your hat to shut up? Or at least, ask me the right questions?;นั่นอะไรบนหัวนาย? นั่นไม่ใช่หมวก บางทีนายควรบอกให้หมวกนายหุบปากนะ? หรืออย่างน้อยก็ถามคำถามที่ถูกต้องกับฉัน?
ASBR146BO;Boyd;I wonder if I'm on camera right now. Ha! What, am I crazy? Of course I am!;สงสัยว่าตอนนี้ฉันอยู่ในกล้องหรือเปล่าเนี่ย ฮ่า! อะไรนะ ฉันบ้าเหรอ? แน่นอนสิ!
ASBR147BO;Boyd;Hi mom! Look at me! I'm tangled in a web of deception! How's uncle G?;สวัสดีครับแม่! ดูผมสิ! ผมติดอยู่ในใยแห่งการหลอกลวง! ลุงจีเป็นยังไงบ้าง?
ASBR148BO;Boyd;G-man, who are you working for? Who is G?;จีแมน นายทำงานให้ใคร? จีคือใคร?
ASBR149BO;Boyd;G-Man, Go-man, Goat Man I thought you worked for me?;จีแมน โกแมน มนุษย์แพะ... ฉันนึกว่านายทำงานให้ฉันซะอีก?
ASBR150BO;Boyd;My father, he was a good man, but he served a cruel master.;พ่อของฉัน เขาเป็นคนดี แต่เขาทำงานให้เจ้านายที่โหดร้าย
ASBR151BO;Boyd;Mom, are you sure these are your children?;แม่ครับ แน่ใจเหรอว่านี่คือลูกของแม่?
ASBR152BO;Boyd;These are not my dot to dots. These are not my babies.;นี่ไม่ใช่จุดต่อจุดของฉัน นี่ไม่ใช่ลูกๆ ของฉัน
ASBR153BO;Boyd;...but of course you know all this because you're Australian...;...แต่แน่นอนว่านายรู้เรื่องทั้งหมดนี้ เพราะนายเป็นคนออสเตรเลีย...
ASBR154BO;Boyd;...and then it comes out of those wires over there, and goes straight into my head, with all its little audio tricks;...แล้วมันก็ออกมาจากสายไฟพวกนั้น ตรงเข้าหัวฉัน ด้วยลูกเล่นเสียงต่างๆ...
ASBR155BO;Boyd;I don't want to be a lead weight on the table.;ฉันไม่อยากเป็นแค่ตะกั่วถ่วงโต๊ะ
ASBR156BO;Boyd;I see myself more as a turtle with a rocket strapped to its back!;ฉันมองตัวเองเป็นเต่าที่ติดจรวดไว้บนหลังมากกว่า!
ASBR157BO;Boyd;...and he waits and he waits...;...และเขาก็รอและรอ...
ASBR158BO;Boyd;...this milk can't stay fresh forever...;...นมนี้มันสดอยู่ได้ไม่นานหรอก...
ASBR159BO;Boyd;...something's got to give...;...มันต้องมีอะไรเกิดขึ้นแน่ๆ...
ASBR160BO;Boyd;How many are there? I count fourteen, but that's not the number on my hand, that's not the number on my neck.;มีทั้งหมดเท่าไหร่? ฉันนับได้สิบสี่ แต่ไม่ใช่เลขบนมือฉัน ไม่ใช่เลขบนคอฉัน
ASBR161BO;Boyd;The truth lives in a small house on the edge of town.;ความจริงอาศัยอยู่ในบ้านเล็กๆ ชานเมือง
ASBR162BO;Boyd;The truth is sleeping in glass box.;ความจริงกำลังหลับอยู่ในกล่องแก้ว
ASBR163BO;Boyd;The truth is a colorful diamond.;ความจริงคือเพชรหลากสี
ASBR164BO;Boyd;I'm dropping out of this yogurt convention. There's no fruit at the bottom.;ฉันขอถอนตัวจากการประชุมโยเกิร์ตครั้งนี้ ไม่มีผลไม้อยู่ข้างล่าง
ASBR165BO;Boyd;Hey! Lady! Where you going with that sweater?;เฮ้! คุณป้า! จะเอาเสื้อกันหนาวไปไหน?
ASBR166BO;Boyd;Think you could get this past me? I'm the guard.;คิดว่าจะเอาสิ่งนี้ผ่านฉันไปได้เหรอ? ฉันเป็นยามนะ
ASBR167BO;Boyd;I've got the truth. It's tucked in my cheeks. I'm not going to eat it right now.;ฉันมีความจริง มันซ่อนอยู่ในแก้มฉัน ฉันจะไม่กินมันตอนนี้หรอก
ASBR168BO;Boyd;Are you buying? Or are you spying?;นายจะซื้อ หรือจะสอดแนม?
ASBR169BO;Boyd;This is ugly. It's like a Cyclops with a million eyes!;นี่มันน่าเกลียด มันเหมือนไซคลอปส์ที่มีล้านตา!
ASBR170BO;Boyd;The fire will start in menswear!;ไฟจะเริ่มที่แผนกเสื้อผ้าผู้ชาย!
ASBR171BO;Boyd;But what if the signal comes early?;แต่ถ้าสัญญาณมาเร็วกว่ากำหนดล่ะ?
ASBR172BO;Boyd;The meaty bit in the middle of this won ton, it's me!;เนื้อตรงกลางของเกี๊ยวนี้ คือฉันเอง!
ASBR173BO;Boyd;Hey, don't worry about me. I'm centered. I'm the whole center in fact.;เฮ้ ไม่ต้องห่วงฉัน ฉันเป็นศูนย์กลาง ฉันคือศูนย์กลางทั้งหมดเลย
ASBR174BO;Boyd;Am I? Or is he? Am I he? What is he doing in my house?;ฉันเหรอ? หรือว่าเขา? ฉันคือเขาเหรอ? เขามาทำอะไรในบ้านฉัน?
ASBR175BO;Boyd;Someone moved into my neighborhood, uninvited.;มีคนย้ายเข้ามาในละแวกบ้านฉัน โดยไม่ได้รับเชิญ
ASBR176BO;Boyd;The housing committee's not going to like this.;คณะกรรมการที่อยู่อาศัยคงไม่ชอบใจแน่
ASBR177BO;Boyd;They should paint their garage door the same color as everybody else's.;พวกเขาควรทาสีประตูโรงรถให้เหมือนกับคนอื่นๆ
ASBR178BO;Boyd;I'm locked on the outside, and I'm locked on the inside.;ฉันถูกล็อกจากข้างนอก และฉันก็ถูกล็อกจากข้างใน
ASBR179BO;Boyd;And the little girl stuck her finger in the dyke and saved all the windmills. But who does the little girl work for?;แล้วเด็กผู้หญิงก็เอานิ้วอุดเขื่อนไว้ ช่วยกังหันลมทั้งหมด แต่เด็กผู้หญิงคนนั้นทำงานให้ใคร?
ASBR180BO;Boyd;Hey, little girl! Get your finger out of there!;เฮ้ หนู! เอานิ้วออกมาจากตรงนั้นนะ!
ASBR181BO;Boyd;Ha! I know what you're up to.;ฮ่า! ฉันรู้ว่านายกำลังทำอะไรอยู่
ASBR182BO;Boyd;You've got the skates, but I've got the key!;นายมีสเก็ต แต่ฉันมีกุญแจ!
ASBR183BO;Boyd;Who is the Milkman???;ใครคือคนส่งนม???
ASBR184BO;Boyd;You know my house is clean, right? Right boss??;นายรู้ว่าบ้านฉันสะอาด ใช่ไหม? ใช่มั้ยบอส?
ASBR185BO;Boyd;Get off of me!;ปล่อยฉันนะ!
ASBR186BO;Boyd;I don't want any half and half! I'm already half and half!!;ฉันไม่ต้องการนมผสม! ฉันก็ครึ่งๆ กลางๆ อยู่แล้ว!!
ASBR187BO;Boyd;If I'm invisible, then why is everyone looking at me?;ถ้าฉันล่องหนได้ ทำไมทุกคนถึงมองฉัน?
ASBR188BO;Boyd;...heh heh.;...เหะ เหะ...
ASBR189BO;Boyd;...ho, ho!...;...โฮ โฮ!...
ASBR190BO;Boyd;...wait...;...เดี๋ยวนะ...
ASBR191BO;Boyd;...er...;...เอ่อ...
ASBR192BO;Boyd;...uh...;...อืม...
ASBR193BO;Boyd;...(cough)...;...(ไอ)...
ASBR194BO;Boyd;...uhhhh...;...อือ...
ASBR195BO;Boyd;...hmmmm...;...ฮืมมม...
ASBR196BO;Boyd;...ha!...;...ฮ่า!...
ASBR197BO;Boyd;...yeah, yeah, yeah...;...ใช่ ใช่ ใช่...
ASBR198BO;Boyd;...what?...;...อะไรนะ?...
ASBR199BO;Boyd;...no, no, no, no...;...ไม่ ไม่ ไม่ ไม่...
ASBR200BO;Boyd;...okay, okay, but;...โอเค โอเค แต่...
ASBR201BO;Boyd;...huh...;...ฮะ...
ASBR202BO;Boyd;...riiiiiiight...;...ช่ายยยย...
MMDD001DM;Den-Mother;What have you done?;แกทำอะไรลงไป?
MMDD002DM;Den-Mother;He wakes!;เขาตื่นแล้ว!
MMDD003BO;Boyd;I am the Milkman. My milk is delicious.;ฉันคือคนส่งนม นมของฉันอร่อย
MMDD004DM;Den-Mother;And the sea shall run white (cough cough) with his rage;และท้องทะเลจะต้องขาวโพลน (ไอ ไอ) ด้วยความโกรธเกรี้ยวของเขา
MMDD005RS;Rainbow-Squirt;Ooooh ohhhh.;Ooooh ohhhh.
MMDD007BO;Boyd;Special delivery today.;วันนี้จัดส่งแบบพิเศษ
MMDD008BO;Boyd;GRAAAAAA!;GRAAAAAA!
MMDD010RA;Raz;Boyd? Are you okay?;บอยด์? นายโอเคไหม?
MMDD011BO;Boyd;Time for the final delivery to this address.;ถึงเวลาจัดส่งครั้งสุดท้ายในที่อยู่นี่แล้ว
MMDD012RA;Raz;Hey, is that milk regular kind, or the exploding dream kind?;เฮ้ นมนั่นน่ะ นมธรรมดา หรือว่านมระเบิดฝัน?
MMDD013BO;Boyd;It's fortified with what the world wants, what the world deserves.;มันเสริมด้วยสิ่งที่โลกต้องการ สิ่งที่โลกสมควรได้รับ
MMDD014RA;Raz;Are you sure don't want to just talk about this, Boyd?;นายแน่ใจนะว่าไม่อยากคุยเรื่องนี้กันก่อนน่ะ บอยด์?
MMDF001DM;Den-Mother;I told you not to follow. Now you must die!;ฉันบอกเธอแล้วว่าอย่าตามมา ตอนนี้ เธอ-ต้อง-ตาย!
MMDF002RA;Raz;But--;แต่--
MMDF003DM;Den-Mother;THAT IS THE WAY OF THE RAINBOW SQUIRTS!!!;นั่นคือวิถีของ เนตรนารีสายรุ้ง!!!
MMDM001RA;Raz;Ah ha!;อาฮ่า!
MMDM002DM;Den-Mother;Oh, hello there. Have you come to pay for your Rainbow Treats? We knew you would.;โอ้ สวัสดีจ้ะ หนูมาจ่ายเงินค่าขนมสายรุ้งแล้วเหรอจ้ะ? เรารู้ว่าหนูต้องมา
MMDM003DM;Den-Mother;Won't you join us in our Rainbow Squirt Pledge of Purpose?;หนูจะมาร่วมให้ คำปฏิญาณเนตรนารีสายรุ้ง กับเราไหม?
MMDM004RS;Rainbow-Squirt;To Promote Niceness.;เพื่อส่งเสริมความดี
MMDM005RS;Rainbow-Squirt;To Make the World Prettier.;เพื่อทำให้โลกสวยงาม
MMDM006RS;Rainbow-Squirt;To Share Candy With Everyone.;เพื่อแบ่งปันขนมกับทุกคน
MMDM007RS;Rainbow-Squirt;To Obfuscate the True Nature of the Milkman.;เพื่อปกปิดธรรมชาติที่แท้จริง ของคนส่งนม
MMDM009RS;Rainbow-Squirt;To protect the Milkman at all costs.;เพื่อปกป้องคนส่งนม อย่างสุดกำลัง
MMDM010DM;Den-Mother;You brought them here!;แกพาพวกมันมาที่นี่!
MMDM011RS;Rainbow-Squirt;To Destroy All Who Would Harm the Milkman, or Threaten to Reveal His Secret Objective.;เพื่อทำลายทุกคนที่กล้าทำร้ายคนส่งนม หรือขู่ว่าจะเปิดเผยความลับของเขา
MMDM012DM;Den-Mother;Go girls! Protect the milk!;ไปเลยเด็กๆ ปกป้องนม!
MMDM014DM;Den-Mother;Do not follow! The milk is not ready, and you are not ready for the milk!;อย่าตามมา! นมยังไม่พร้อม และแกก็ยังไม่พร้อมสำหรับนม!
MMDS001DM;Den-Mother;Hi-ya!;ฮีย่า!
MMDS002DM;Den-Mother;Haaa!;ฮ่า!
MMDS003DM;Den-Mother;Hruuuh!;ฮรู้ว!
MMDS004DM;Den-Mother;Cha!;ช่า!
MMDS005DM;Den-Mother;Eyyyah!;เอี๊ย!
MMDS006DM;Den-Mother;Rainbow squirts do not negotiate!;เนตรนารีสายรุ้ง ไม่ต่อรอง!
MMDS007DM;Den-Mother;Eat yarn!;กินเส้นด้ายไปซะ!
MMDS012DM;Den-Mother;To Protect the Milkman at all Costs.;เพื่อปกป้องคนส่งนม อย่างสุดกำลัง
MMTW002BO;Boyd;Must make... final... delivery.;ต้องส่ง... ครั้งสุดท้าย...
MMTW003BO;Boyd;My milk... is... delicious.;นมของฉัน... มัน... อร่อย
MMTW004BO;Boyd;People... gotta... have their milk.;คน... ต้อง... กิน... นม
MMTW005BO;Boyd;Milk will get warm. Milk is a drink best served cold!;นมอุ่นไม่ได้ นมต้องกินตอนเย็น!
MMTW006BO;Boyd;Rrrrr!;รรรร!
MMTW007BO;Boyd;Grrrr!;กรรร!
MMIN000BO;Boyd;It's perfect, isn't it?;มันสมบูรณ์แบบเลยใช่ไหม?
MMIN001RA;Raz;Yes.;ใช่
MMIN002BO;Boyd;Almost complete. Just a few missing pieces.;เกือบจะเสร็จแล้ว ขาดอีกแค่นิดหน่อย
MMIN003RA;Raz;Yes. Now which piece talks about the Milkman? The one who opens the asylum gate?;ใช่ แล้วชิ้นไหนที่พูดถึงคนส่งนม? คนที่เปิดประตูโรงพยาบาลบ้า?
MMIN004BO;Boyd;But it's ALL about the Milkman, can't you see?;แต่มันทั้งหมดเกี่ยวกับคนส่งนม มองไม่เห็นเหรอ?
MMIN005RA;Raz;Is this like one of those 3D paintings? I can never do those.;นี่มันเหมือนภาพสามมิติพวกนั้นเหรอ? ผมดูไม่ออกสักที
MMIN006BO;Boyd;No, you just gotta learn to see it like I see it!;ไม่ นายแค่ต้องเรียนรู้ที่จะมองมันแบบที่ฉันมอง!
MMIN007BO;Boyd;There's something in the fridge that might help you see the world like I do.;มีอะไรบางอย่างในตู้เย็น ที่อาจจะช่วยให้นายมองโลกแบบที่ฉันมองได้
MMIN008RA;Raz;Oooh, sorry. I don't drink--before noon, I mean.;โอ้ ขอโทษที ผมไม่ดื่ม... ก่อนเที่ยงน่ะครับ
MMAC000RA;Raz;Did you say the Milkman was in the fridge?;นายบอกว่าคนส่งนมอยู่ในตู้เย็นเหรอ?
MMAC001BO;Boyd;Use the leftovers in the fridge to see what I see!;ลองใช้ของเหลือในตู้เย็นดูสิ แล้วนายจะเห็นในสิ่งที่ฉันเห็น!
