id;character;origin_dialogue;translated_dialogue
BBBO086CM;Clem;Hahaha!;Hahaha!
BBBO088RA;Raz;SHUT UP! SHUT UP! SHUT UP!;หุบปากๆๆ !
BBBO089CF;Crystal;We'll never give up on you, Raz!;เราเชื่อมั่นในตัวนายเสมอ แรซ!
BBBO090CM;Clem;Yeah, we're going to keep cheering you 'til you win!;ใช่ เราจะเชียร์ไปจนกว่านายจะชนะ!
BBBO091CF;Crystal;Yay!;Yay!
BBBO097CO;Coach;Hey, good job, soldier.;เฮ้ เก่งมากทหาร
BBBO098CO;Coach;Now here's your reward.;เอาล่ะ นี่ รางวัลของนาย
BBBO100CO;Coach;Heh heh.;Heh heh.
BBBQ009CO;Coach;Most people--they got something to hide.;คนส่วนใหญ่ มักเก็บซ่อนบ้างอย่างเอาไว้
BBBQ010CO;Coach;They store away their shame, their dirty little secrets, in these tiny vaults in their minds.;เก็บซ่อนความอับอาย, ความลับสกปรก ไว้ในตู้นิรภัยเล็กๆ นี่ ภายในจิตใจของพวกเขา
BBBQ011CO;Coach;But the enemy is not allowed any secrets in wartime, are they soldier?;แต่ศัตรูไม่ได้รับอนุญาตให้มีความลับในช่วงสงครามหรอกว่าไหม ทหาร?
BBBQ012CO;Coach;So go ahead and bust open this vault. I got nothin' to hide!;ดังนั้น เอาเลย ทุบดูเซฟนั่นเลย ฉันไม่มีอะไรต้องปิด
BBBQ016CO;Coach;Ah, good. You enjoy that. One of my favorites!; อา ดี นายต้องสนุกแน่ มันเป็นหนึ่งในเรื่องโปรดฉัน
BBBR018CO;Coach;Hey, what are you staring at?;เฮ้ เมื่อไรนายจะเริ่มสักที?
BBBR019CO;Coach;We all have emotional baggage, kid.;เราทุกคนล้วนมีสัมภาระอารมณ์ ไอ้หนู
BBBR020CO;Coach;Why don't you make yourself useful? Sort some of it out while you're in here?;ทำไมนายไม่ทำตัวให้เป็นประโยชน์ แล้วไปคัดแยกสัมภาระพวกนี้ขณะที่นายยังอยู่ที่นี่ล่ะ?
BBBR021CO;Coach;Keep your eyes peeled for a tag that matches. Could be anywhere.;คอยสอดส่องสายตาหาแท็กที่ตรงกับมัน ซึ่งอาจจะอยู่ที่ไหนก็ได้
BBBS023CO;Coach;There it is! Now, you WILL pick up that tag and you WILL put it on that bag you just found.;อยู่นั่นไงล่ะ ทีนี้นายก็ ?อาจจะ? เก็บเจ้าแท็กนั่น และก็ ?อาจจะ? เอามันไปติดที่กระเป๋าที่นายเพิ่งเจอก่อนหน้านี้ซะ
BBBS024CO;Coach;Unless you'd rather just drop and give me 20 right now!;เว้นแต่นายอยากทิ้งมันและวิดพื้น 20 เดี๋ยวนี้
BBBT026CO;Coach;Good job. A mind should be clean and tight, like a soldiers bunk!;ดีมาก จิตใจของเราควรจะสะอาดและเป็นระเบียบเหมือนเตียงนอนของทหาร!
BBBT027CO;Coach;Sort out enough E.B. and you'll get something good, I promise.;จัด E.B. ให้มันดีๆ นายจะได้อะไรดีๆ ฉันสัญญา
BBBU002CO;Coach;Hey, kid. I think I see a... silver dollar out there on that rail. Why don't you walk out there a bit and pick it up?;เฮ้ ไอ้หนู ฉันคิดว่าฉันเห็น...เหรียญเงินอยู่บนรางรถไฟนั่น ไม่อยากลองเดินออกไปเก็บมันหน่อยเหรอ?
BBBU004CO;Coach;Ha! Sucker! See you at the bottom!;ฮ่า! เจ้าห่วย! เจอกันด้านล่าง!
BBBW002RA;Raz;Run bunny!;วิ่ง เจ้าต่าย!
BBBW003RA;Raz;Shoo!;Shoo!
BBBW004RA;Raz;Run! No wait, come back! Better you than me, bunny.;วิ่งสิ! ไม่ เดี๋ยวก่อน กลับมาดีกว่าเจ้าต่าย
BBAD035EF;Elton;AIGH!;AIGH!
BBBX002CO;Coach;The plane's going down soldier! Hit that door and Geronimo!!!; เครื่องบินกำลังตก ทหาร! พังประตูนั่นแล้ว เจอโรนิโม!!!
BBBX004RA;Raz;Hey, no one told me to pack a chute.;เฮ้ ไม่เห็นมีใครบอกเลยว่าต้องพกร่มชูชีพมาด้วย
BBBX005CO;Coach;Did Washington have a chute when he crossed the Delaware???;ตอนที่วอชิงตันข้ามแม่น้ำเดลาแวร์ เขาต้องใช้ถนนไหม???
BBBX007CO;Coach;Just jump, sissy!;แค่โดดลงไป แม่สาวน้อย!
BBBI050CO;Coach;What was that, Slowey?;นั่นอะไรนะ สโลวี่?
BBBI202CO;Coach;Jump on that pole and move, soldier!;โดดไปที่เสาและไปต่อ ทหาร!
BBBI203CO;Coach;Time to see how you shimmy, kid!;ถึงเวลาแสดงทักษะการกายกรรมของนายแล้ว เจ้าหนู!
BBBI204CO;Coach;Jump up to that ledge and let your fingers do the walkin'!;กระโดดขึ้นไปบนขอบนั้น แล้วใช้นิ้วไต่ไปสิ!
BBBI207CO;Coach;You can swing on these too, but if you've got the balance, try walking on top of 'em.;นายก็นายว่งไปมาบนเจ้านี่ได้เหมือนกัน แต่ถ้านายทรงตัวได้ดี ลองเดินไปบนนั้นสิ
BBBI208CO;Coach;Good for you monkey boy. Now swing high and try not to get shot!;เก่งมากเจ้าจ๋อ ตอนนี้นายว่งตัวสูง ๆ แล้วอย่าให้โดนยิงล่ะ!
BBBI209CO;Coach;They help you rank up, and when you rank up, you earn new psychic powers!;พวกมันช่วยให้เลเวลอัพ และเมื่อเลเวลอัพ นายก็จะได้พลังจิตใหม่!
BBAA000VE;Vernon;Well, I guess we're all going to die.;เอาล่ะ ฉันว่าเราน่าจะตายกันหมด
BBAA001VE;Vernon;My whole life is flashing before my eyes.;ภาพในอดีตของฉันมันก็ย้อนขึ้นมา
BBAA002VE;Vernon;My first memory is of my dog, Lady.;ความทรงจำแรกของฉันคือหมาของฉัน เลดี้
BBAA003VE;Vernon;Lady and I used to go for long walks.;เลดี้กับฉันเคยเดินทางไกลกัน
BBAA004VE;Vernon;They would go on and on and on and on.;เขาเดินกันไปเรื่อยๆ ไปเรื่อยๆ และไปเรื่อยๆ
BBAA005VE;Vernon;"This one time we went on a walk we called, ""The Longest Walk of all Time."" First we went to the end of our street.";"มีครั้งนึงเราเคยไปเดินเล่นกัน เราเรียกทริบนั้นว่า ""การเดินที่ยาวไกลที่สุดตลอดกาล"" ในตอนแรก เราเดินไปสุดถนน "
BBAA006VE;Vernon;And then we turned left.;แล้วจากนั้น เราก็ไปทางซ้าย
BBAA007VE;Vernon;And then we turned right.;แล้วจากนั้น เราก็ไปทางขวา
