id;character;origin_dialogue;translated_dialogue
CALD013LI;Lili;Let's rendezvous tonight at the old boathouse for debriefing.;พบกันคืนนี้ที่โรงเรือเก่าเพื่อแลกเปลี่ยนข้อมูลกัน
CALD014RA;Raz;This is so cool.;นี่มันโคตรเจ๋ง 
CALD015LI;Lili;"Yeah, it feels like that time in ""True Psychic Tales"" 314 where--";ใช่ เหมือนกับใน ?True Psychic Tales? เล่มที่ 314 ตอนที่--
CALD016RA;Raz;What did you just say?;เธอว่าไงนะ?
CALD017LI;Lili;Shut up!;หุบปากไปเลย!
CALK001RA;Raz;Bobby! Uh-oh. Look, I can explain--;บ๊อบบี้! เอ่อ ฟังนะ ฉันอธิบายได้--
CALK003BZ;Bobby;TV??;ทีวี??
CALK004BZ;Bobby;TV!;ทีวี!
CALK005LI;Lili;Ahh-choo!;ฮัดชิ่ว!
CALK006RA;Raz;Geez, it sounds like you caught a bad cold.;ตายละ ดูเหมือนเธอจะเป็นหวัดนะ
CALK007LI;Lili;Maybe, but LISTEN! I traced the psychic interference back to Coach Oleander's radio!;อาจจะ แต่ ?ฟังนะ? ฉันแกะรอยคลื่นรบกวนพลังจิตกลับไปที่วิทยุของโค้ชโอลีแอนเดอร์
CALK008LI;Lili;He's been broadcasting his insane plot all over camp in his sleep!;เขากระจายเสียงแผนการบ้า ๆ ไปทั่วค่ายตอนที่เขาหลับอยู่
CALK009RA;Raz;So he's really kidnapping children and stealing their brains to make weapons!;แล้วก็เป็นเขาจริง ๆ ที่ลักพาตัวเด็ก ๆ และขโมยสมองพวกนั้นไปสร้างอาวุธ
CALK010LI;Lili;Yes! Isn't that great?;ใช่ เยี่ยมไปเลยใช่ไหม?
CALK011RA;Raz;What? How is that great?;อะไรนะ? เยี่ยมตรงไหน?
CALK012LI;Lili;Because this is an honest-to-goodness psychic emergency!;"เพราะว่านี้คือเหตุฉุกเฉินด้านพลังจิต""ของจริง"" เลยไงล่ะ!"
CALK013RA;Raz;"And Sasha's not here! He left on some ""official Psychonauts business.""";และซาช่าก็ไม่อยู่ เขาออกไปทำ ?ธุระทางการของไซโคนอท? อะไรสักอย่าง
CALK014LI;Lili;Milla left a note saying the same thing!;มิลล่าก็ทิ้งโน๊ตที่บอกแบบนั้นเหมือนกัน
CALK015RA;Raz;Lili, a deranged madman is building an army of psychic death tanks to take over the world, and there's no one who can stop him except for you and me!;ลิลี่ มีคนบ้าวิกลจริตกำลังจะสร้างกองทัพรถถังพลังจิตมรณะเพื่อยึดครองโลก และไม่มีใครจะหยุดเขาได้นอกจากเธอกับฉัน
CALK016LI;Lili;Oh my god!;โอ้พระเจ้า!
CALK017LI;Lili;Let's make out!;Make out กันเถอะ!
CALK018RA;Raz;Uh, what??;เอ่อ ไงนะ??
CALK019LI;Lili;Sorry! I'm just so excited!;โทษที ฉันแค่ตื่นเต้นมากไปหน่อยน่ะ!
CALK020LI;Lili;Since you showed up, Raz, things are so much more exciting!;ตั้งแต่นายปรากฎตัว แรซ ก็มีเรื่องน่าตื่นเต้นเกิดขึ้นมากมาย!
CALK021LI;Lili;Sinister death plots! Mad scientists!;แผนการชั่วร้าย! นักวิทยาศาสตร์คลั่ง!
CALK022LI;Lili;Hideous monsters!;สัตว์ประหลาดน่าเกลียดน่ากลัว!
CALK023RA;Raz;Make out?;Make out เหรอ?
CALK024LI;Lili;How long have I ignored what this camp had to offer? Everything's new to me now thanks to you! I mean, look at this flower!;นานแค่ไหนแล้วที่ฉันไม่ได้สนใจสิ่งที่ค่ายนี้มี ตอนนี้ทุกอย่างมันแปลกใหม่ขึ้นมากสำหรับฉัน ต้องขอบคุณนาย ฉันหมายถึง ดูดอกไม้นี่สิ
CALK025RA;Raz;You mean, like... kiss?;เธอหมายถึง...จูบเหรอ?
CALK026LI;Lili;How many years have I been coming here and I've never even noticed a cool flower like this before?;กี่ปีมาแล้ว ที่ฉันมาค่ายนี้แต่ก็ไม่เคยสังเกตุเห็นแม้แต่ดอกไม้แสนสวยนี่มาก่อน?
CALK027RA;Raz;Ahhhh--ooof!;Ahhhh--ooof!
CALK028LI;Lili;Oh, no! You didn't just hit my boyfriend!;โอ้ ไม่! แกไม่มีสิทธิ์มาแตะต้องแฟนฉันนะ
CALK029RA;Raz;Spit her out! I'm gonna Heimlich you so bad!;คายเธอออกมาซะ! ไม่งั้นแกอ้วกแตกแน่!
CALK030RA;Raz;Lili!!!;ลิลี่!!!
CALP001RA;Raz;Hey, Lili.;เฮ้ ลิลี่
CALP002LI;Lili;Going for the advanced training? What's the rush?;จะไปฝึกขั้นสูงแล้วเหรอ? รีบอะไรขนาดนั้น?
CALP003RA;Raz;Are you kidding? I only have a few days to become a Psychonaut or I lose my shot forever!;ล้อเล่นใช่ไหม? ฉันเหลือเวลาอีกไม่กี่วันเพื่อจะได้เป็นไซโคนอท ไม่อย่างนั้นก็จะเสียโอกาสไปตลอดชีวิต!
CALP004LI;Lili;Look, Raz, I hate to burst your bubble, but the Psychonauts are not what they used to be.;ฟังนะ แรซ ฉันไม่อยากทำลายความฝันนายหรอก แต่ไซโคนอทไม่ได้เป็นอย่างที่เคยเป็นอีกแล้ว
CALP005LI;Lili;Times have changed. The world just doesn't need us anymore.;สิ่งต่างๆ เปลี่ยนไปแล้ว โลกไม่ต้องการเราอีกต่อไป
CALP006RA;Raz;The world does too need Psychonauts!;โลกยังต้องการไซโคนอทอยู่นะ!
CALP007RA;Raz;Right here at this very camp, in fact. I think there are several fishy things that need psychic investigating.;ที่นี่ที่ค่ายแห่งนี้เลยล่ะ ที่จริง ฉันคิดว่ามีเรื่องแปลกๆ หลายอย่างที่ต้องใช้พลังจิตสืบสวน
CALP008LI;Lili;You are so immature!;นายยังเด็กเกินไป!
CALP009LI;Lili;And cute! When are you gonna just shut up and kiss me?;แถมยังน่ารักอีกด้วย! เมื่อไรนายจะหยุดพูดแล้วมาจูบฉันสักที?
CALP010RA;Raz;Shut up and do what?;หยุดพูดแล้วทำอะไรนะ?
CALP011LI;Lili;Oh. I didn't know you could--uh, I gotta go. Bye.;โอ้ ฉันไม่รู้ว่านายพูดถึง... เอ่อ ฉันต้องไปแล้ว บาย
CALP012LI;Lili;So embarrassing!;น่าอายชะมัด!
CALU002RA;Raz;Gah!;อ้า!
CALU003RA;Raz;Hey, was that you? Looking at me?;เฮ้ นั่นเธอใช่ไหม? ที่มองฉันอยู่?
CALU004LI;Lili;Maybe you should try getting over yourself? There were a lot of other people on that stage besides you.;บางทีนายควรจะเลิกคิดถึงแต่ตัวเองได้แล้วนะ? บนเวทีตอนนั้นมีคนอื่นอีกตั้งเยอะนอกจากนาย
CALU005RA;Raz;No, just now. In the woods.;ไม่ หมายถึงตอนนี้ ในป่า
CALU006RA;Raz;(sniff sniff);(ดมๆ)
CALU007RA;Raz;No, it must have been something else.;ไม่ใช่แฮะ ต้องเป็นอย่างอื่นแน่เลย
CALU008RA;Raz;You don't smell like pond scum.;เธอไม่ได้มีกลิ่นเหม็นเหมือนตะไคร่น้ำ
CALU009LI;Lili;Nice. You should write greeting cards.;เยี่ยม นายน่าจะไปเขียนการ์ดอวยพรนะ
CALU010LI;Lili;Hey, if you want to cut class later, try these smelling salts.;
CALU011LI;Lili;They'll pop you out of anyone's mind and back to the real world before you can say, Crud! That hurts my nose!;
CALU012RA;Raz;Out of anyone's mind?;
CALU013LI;Lili;You'll find out.;
CALU014LI;Lili;Now, mush! We don't want you to be late for class!;
CALU015RA;Raz;Why do you care if I'm late for class?;
CALU016LI;Lili;Because the late thing is MY thing. Don't copy.;
CALU017RA;Raz;There was some sort of shadowy being out there... lurking... watching...;มีอะไรบางอย่างตะคุ่มๆ อยู่ข้างนอก... แอบซ่อนอยู่... กำลังเฝ้ามอง...
CALU018LI;Lili;I know of only one creature who fits that description. It likes to hide in dark places, silently watching unsuspecting children from a distance.;ฉันรู้จักสัตว์ประหลาดแค่ตัวเดียวที่ลักษณะตามที่นายเล่าเป๊ะ มันชอบซ่อนตัวในที่มืดๆ เฝ้ามองเด็กๆ ที่ไม่ทันระวังตัวจากระยะไกล
CALU019RA;Raz;Really? Who?;จริงเหรอ? คัวอะไร?
CALU020LI;Lili;You, tree sitter!  Hahahaha!;นายไง ไอ้คนรักษ์ต้นไม้! ฮ่าๆๆๆๆ!
CASR001BN;Benny;Way to make us look bad in there! You're in trouble now! Bobby Zilch ain't happy.;แกทำพวกเราดูแย่ในนั้น! แกมีปัญหาแน่! บ๊อบบี้ ซิลช์ ต้องไม่พอใจ
CASR002BZ;Bobby;You better watch yourself, Gogglicious.;แกควรระวังตัวไว้หน่อยนะ ก๊อกกี้
CASR003RA;Raz;What's that, Hair Boy? You want a piece of me?;ว่าไง หัวฟู? นายอยากลองของกับฉันเหรอ?
CASR004LI;Lili;Hey, brainiacs. Settle down.;เฮ้ พวกทึ่ม เงียบๆ กันหน่อย
CASR005BZ;Bobby;Why? You worried I'm gonna hurt your boyfriend?;ทำไม? กลัวว่าฉันจะทำร้ายแฟนเธอเหรอ?
CASR006LI;Lili;No. Because Sasha Nein is standing right behind you.;เปล่า เพราะซาช่า ไนน์ กำลังยืนอยู่หลังนายน่ะสิ
CASR007SA;Sasha;Your performance, young cadet, was outstanding. I'd like you to report to my lab for some advanced training.;ทักษะของเธอน่าทึ่งมาก นักเรียนน้อย ฉันอยากให้เธอมารายงานตัวที่ห้องแล็บของฉันเพื่อการฝึกขั้นสูง
CASR008BZ;Bobby;"Oooh! Raz the Spaz is gonna be in the ""special"" class. Benny, remind me to give him a ""special"" beating later, okay?";"โอ้! ไอ้บ้าแรซ จะได้เข้าคลาส ""พิเศษ"" แล้ว. เบนนี่ เตือนฉันเรื่องจัดหนัก""พิเศษ"" มันทีหลังด้วยนะ"
CASR009SA;Sasha;These tests are unauthorized, though, so I can't actually ask you to come. But if you happened to drop in, well, what could I do? Let me just give you this...;แต่การทดสอบนี้ไม่ได้รับอนุญาต ดังนั้นฉันจึงไม่สามารถขอให้เธอมาได้ แต่ถ้าเธออยากจะแวะมาเอง ฉันจะทำอะไรได้ล่ะ? ฉันขอให้สิ่งนี้กับเธอ...
CASR010SA;Sasha;Remember:;จำไว้นะ
CASR011SA;Sasha;Your talent will always set you apart, Razputin.;พรสวรรค์ของเธอจะทำให้เธอโดดเด่นเสมอ แรซปูติน
CASR012SA;Sasha;Sometimes isolation is a good thing. It can lead to important discoveries.;บางครั้ง การปลีกวิเวกก็เป็นสิ่งที่ดี มันจะนำไปสู่การค้นพบครั้งสำคัญ
CASR013RA;Raz;Wait, I don't even know where your lab is! Is this some kind of test?;เดี๋ยว ผมยังไม่รู้ด้วยซ้ำว่าห้องแล็บของคุณอยู่ที่ไหน! นี่เป็นการทดสอบแบบนึงเหรอ?
CASR015RA;Raz;And now I'm hearing things. Great.;แล้วตอนนี้ฉันก็หูแว่วไปเอง เยี่ยม
INBB001RA;Raz;Coach! Out in the woods! I saw--;
INBB002CO;Coach;You're late, Soldier!;นายมาสายนะ ทหาร!
INBB003CO;Coach;Get in here and give me twenty!;เข้ามาในนี้และเอามายี่สิบ!
INBB004RA;Raz;Sir! We need to get a containment team in the area STAT!;ท่าน! เราต้องการหน่วยปิดล้อมในพื้นที่ โดยด่วน!
INBB005RA;Raz;I've spotted a U.P.E.;ผมพบพวก U.P.E. 
INBB006CO;Coach;A U.P.E.?;พวก U.P.E.เรอะ?
INBB007RA;Raz;Yes, an Unregistered Paranormal Entity, possibly aquatic in nature...;" ""สิ่งเหนือธรรมชาติที่ไม่ได้จดทะเบียน"" (Unregistered Paranormal Entity) อาจมีอยู่ในแหล่งน้ำตามธรรมชาติ..."
INBB008CO;Coach;I know what a U.P.E. is, son. I just don't know how YOU know.;ฉันรู้ว่า U.P.E. คืออะไร ไอ้หนู! ฉันแค่ไม่รู้ว่า นายไปรู้มาได้ยังไง
INBB009RA;Raz;"From ""True Psychic Tales"" Issue 424, sir!";"จาก ""True Psychic Tales"" เล่มที่ 424 ท่าน!"
INBB010RA;Raz;Where Sasha Nein fought that clairvoyant grizzly bear?;ตอนที่ ซาช่า ไนน์ ต่อสู้กับหมีกริซลี่ที่มีตาทิพย์?
INBB011CO;Coach;Pah! Comic books!;เฮอะ! หนังสือการ์ตูน!
INBB012RA;Raz;This thing was real, and huge, and--and it smelled all smelly!;เรื่องจริงนะ มันตัวใหญ่ และ--และมันก็มีกลิ่นเหม็นเต็มไปหมด!
INBB013CO;Coach;Save your fish stories for the boathouse, boy.;เอาเรื่องเล่าชาวประมงไปเก็บโรงเรือซะ ไอ้หนู
INTR001CO;Coach;The human mind.;จิตใจของมนุษย์.
INTR002CO;Coach;Six hundred miles of synaptic fiber, five and a half ounces of cranial fluid, fifteen hundred grams of complex neural matter...;มีเส้นประสาทยาวกว่าหกร้อยไมล์, ของเหลวในกระโหลกกว่า ห้ากับอีกครึ่งปอนด์, ระบบประสาทสุดซับซ้อนกว่าอีกพันห้าร้อยกรัม... 
INTR003CO;Coach;A three pound pile of dreams.;กองความฝันอีกสามปอนด์.
INTR004CO;Coach;But I'll tell you what it really is.;แต่ความจริงที่ฉันจะบอกก็คือ
INTR005CO;Coach;It is the ultimate battlefield--and, the ultimate weapon.;มันเป็นสุดยอดสนามรบ--และเป็นสุดยอดอาวุธ.
INTR006CO;Coach;The wars of this modern age--The Psychic Age--are all fought somewhere between these damp, curvaceous undulations.;สงครามในยุคใหม่นี้ --ยุคแห่งจิตใจ-- ล้วนเกิดขึ้นภายในรอยหยักชื้นแฉะแสนคดเคี้ยวนี้
INTR007CO;Coach;AND YOU! DO YOU KNOW WHAT YOU REALLY ARE?;แล้วพวกนาย! รู้ไหมว่าพวกนายเป็นอะไรกันแน่?
INTR008CO;Coach;Well. I'll tell you that too.;ก็ได้ ฉันจะบอกนายด้วย
INTR009CO;Coach;From this day forward, you are all Psychic Soldiers.;นับแต่นี้ไปพวกแกคือ ทหารพลังจิต.
INTR010CO;Coach;Paranormal Paratroopers!;พลร่มเหนือมนุษย์!
INTR011CO;Coach;Mental Marines who are about to ship out on the adventure of their lives!;นาวิกแห่งจิตใจ ออกเรือผจญภัยในชีวิต!
INTR012CO;Coach;THIS IS OUR BEACHHEAD.;นี่ คือ ชายฝั่ง ของเรา
INTR013CO;Coach;And this is your landing craft!;และนี่คือเรือจู่โจมของพวกนาย!
INTR014CO;Coach;You shall engage the enemy in his own mentality! You shall chase his dreams, you shall fight his demons, you shall live his nightmares!;นายจะต้องเผชิญหน้ากับศัตรูในจิตใจของมัน! ไล่ตามความฝันของมัน ใช้ชีวิตในฝันร้ายของมัน!
INTR015CO;Coach;And those of you who fight well, you will find yourselves on the path to becoming international secret agents. In other words...;และผู้ที่ทำได้ดี นายอาจได้ค้นพบตัวเองบนเส้นทางแห่งสายลับนานาชาติ หรือเรียกในอีกชื่อนึงว่า...
INTR016CO;Coach;Psychonauts!;ไซโคนอท!
INTR017CO;Coach;The rest of you... WILL DIE.;ส่วนพวกนายที่เหลือก็... ตาย!
INTR018DO;Dogen;Waaaaaaaa!;แงงงงงง!
INTR019SA;Sasha;Oh, Morry.;โถ่ มอร์รี.
INTR020MI;Milla;Children, you are not going to die.;เด็กน้อย หนูจะไม่ตายหรอกจ้ะ.
INTR021CO;Coach;Well, if you're not a Psychonaut, then you might as well be dead!;ก็ถ้านายไม่ได้เป็นไซโคนอท ก็เหมือนกับนายตายไปแล้ว!
INTR022DO;Dogen;They told me this was a Summer Camp!;พวกเขาบอกฉันว่านี่เป็นแค่ค่ายฤดูร้อน!
INTR023LI;Lili;Ah, Dogen. Don't worry about ol' Coach Oleander. I've been coming here for years, and trust me--nothing ever happens.;โดแกน อย่าไปกังวลเรื่องโค้ชโอลีแอนเดอร์พูดเลย. ฉันมาที่นี่หลายปีแล้ว เชื่อฉัน--มันไม่มีอะไรหรอก.
INTR024BZ;Bobby;Yeah, Dogen. Lili's right. You don't got nothin' to worry about... 'cept for that giant monster in the lake I was telling you about.;ช่าาย, โดแกน ลีลี่พูดถูก. นายไม่ต้องกังวลอะไรหรอก... ยกเว้นสัตว์ประหลาดยักษ์ในทะเลสาบที่ฉันบอก
INTR025CO;Coach;Bobby Zilch! I told you to stop scaring people with that ridiculous, old legend!;บ๊อบบี้ ซิลช์! ฉันบอกแล้วไงว่าหยุดทำให้คนกลัวด้วยตำนานไร้สาระนั่นได้แล้ว
INTR026CO;Coach;I don't want the kids to be afraid to go out at night and walk alone on the perfectly safe paths of Whispering Rock Psychic Summer Camp.;ฉันไม่อยากให้เด็ก ๆ ต้องกลัวที่จะออกไปข้างนอกในเวลากลางคืนและเดินคนเดียวบนเส้นทางที่ปลอดภัยสมบูรณ์แบบของค่ายฝึกพลังจิตฤดูร้อน Whispering Rock แห่งนี้
INTR027CO;Coach;And we don't want to scare our special guests, superstar Psychonauts Sasha Nein and Milla Vodello!;และเราก็ไม่ต้องการทำให้แขกพิเศษของเรากลัวเช่นกัน! ไซโคนอทซูเปอร์สตาร์ ซาช่า ไนน์ และ มิลล่า โวเดลโล!
INTR029RA;Raz;Whoa--;โว้--
INTR030DO;Dogen;Lake monster!;สัตว์ประหลาดทะเลสาบ!
INTR032SA;Sasha;Formation!;ประจำที่!
INTR033MI;Milla;It's resisting.;มันกำลังขัดขืน.
INTR034SA;Sasha;What is it?;นี่มันอะไรกัน?
INTR035MI;Milla;It's just a little boy! What's your name, darling?;ก็แค่เด็กน้อยนี่นา! หนูชื่ออะไรจ๊ะ ที่รัก?
INTR036CO;Coach;I'll find out!;ฉันจะสืบเอง!
INTR037CO;Coach;Can't... get... in... ach!;เจาะ... เข้า... ไป... ไม่ได้!
INTR038RA;Raz;My name...;ฉันมีชื่อ...
INTR039CO;Coach;"...starts with a ""D""";"... เริ่มด้วยตัว ""ด""?"
INTR040RA;Raz;...is Razputin.;...ว่า แรซปูติน.
INTR041CO;Coach;Grr.;Grr.
INTR042RA;Raz;But everybody calls me Raz.;แต่คนเรียกฉันว่า แรซ.
INTR043DO;Dogen;Please don't kill us, lake monster!;ได้โปรดอย่าฆ่าเราเลย, สัตว์ประหลาดทะเลสาบ! 
INTR044SA;Sasha;Compelling.;น่าสนใจ.
INTR045CO;Coach;Armored like a tank!;หนาอย่างกับรถถัง!
INTR046RA;Raz;Sorry I'm late. I don't want to disrupt your briefing, Agent Oleander.;โทษทีผมมาสาย. ไม่ได้อยากขัดพวกคุณเลย สายลับโอลีแอนเดอร์.
INTR047RA;Raz;Agents Nein, Vodello.;สายลับไนน์และโวเดลโล.
INTR048RA;Raz;Please, continue.;เชิญต่อเลยครับ.
INTR049CO;Coach;Where do you think you're going?;นายคิดว่านายจะไปไหน?
INTR050SA;Sasha;You've broken into a highly-classified, remote government training facility.;เธอได้บุกรุกเข้ามายังฐานฝึกอบรมลับทางไกลของรัฐบาลนะ
INTR051RA;Raz;I know! Isn't it great? Listen, why don't I just sit over here quietly with my fellow PSI Cadets--;ผมรู้! เจ๋งไปเลยใช่ไหม? คืองี้นะ ทำไมไม่ให้ผมนั่งเงียบ ๆ อยู่นี่ร่วมกับเพื่อนนักเรียน PSI-- 
INTR052RA;Raz;Hey, how's it going? I like your hat!;เฮ้ ว่าไงเพื่อน ฉันชอบหมวกนายนะ!
INTR053SA;Sasha;We need to have this young man taken from here immediately.;เราต้องนำหนุ่มน้อยคนนี้ออกไปจากที่นี่เดี๋ยวนี้.
INTR054MI;Milla;I'll call his parents.;ฉันจะโทรเรียกผู้ปกครองเขา.
INTR055RA;Raz;What? But... don't you train Psychonauts here?;ไงนะ? แต่...คุณไม่ได้ฝึกเหล่าไซโคนอทกันที่นี่เหรอ?
INTR056MI;Milla;Yes, darling, but--;ใช่จ้ะ ที่รัก แต่--
INTR057RA;Raz;To soar across the astral plane?;ทะยานไปสู่พิภพแห่งจิตใจ?
INTR058RA;Raz;To wage psychic warfare against the enemies of free thought?;เพื่อทำสงครามพลังจิตกับศัตรูแห่งความคิดเสรี?
INTR059CO;Coach;That is what I wrote on the front of the pamphlet...;นั่น คือสิ่งที่ฉันเขียนไว้บนแผ่นพับ...
INTR060RA;Raz;Those words are why I'm here, Coach Oleander. Do you remember what you wrote on the inside of that pamphlet?;คำพูดนั่นคือเหตุผลที่ผมมาที่นี่ โค้ชโอลีแอนเดอร์ คุณจำได้ไหมว่าคุณเขียนอะไรไว้ข้างในแผ่นพับนั่น?
INTR061RA;Raz;"""You were born with a special gift. But the people around you treat it like a curse. Your mother is afraid of you, and your father looks at you with shame in his eyes. Come to Whispering Rock Psychic Summer Camp, and you can show them all! Back home, your powers make you a loner, an outcast, a circus freak. But in this dojo, in this Psychic dojo, they make you a hero.""";คุณเกิดมาพร้อมพลังพิเศษ แต่คนรอบข้างกลับมองว่ามันเป็นคำสาป แม่ของคุณหวาดกลัว พ่อของคุณจ้องมองด้วยความละอายใจ มาที่ค่ายฝึกพลังจิต Whispering Rock สิ แล้วพิสูจน์ให้พวกเขาทั้งหมดได้เห็น! ที่บ้าน คุณเป็นเพียงคนโดดเดี่ยว นอกคอก ตัวประหลาด แต่ที่โดโจแห่งนี้ ที่โดโจพลังจิตแห่งนี้ พวกเขาจะทำให้คุณเป็น วีรบุรุษ
INTR062CO;Coach;Get that soldier a bunk!;เตรียมที่นอนให้พลทหารนั่นซะ!
INTR063MI;Milla;Now, darling. You can stay here for a few days until your parents come for you. But we can't let you participate in any paranormal training without your parents' consent. I'm sorry.;เอาล่ะ ที่รัก หนูพักอยู่ที่นี่ได้สองสามวันจนกว่าพ่อแม่จะมารับนะ แต่เราไม่สามารถให้หนูเข้าร่วมการฝึกพลังจิตใด ๆ ได้ หากไม่ได้ความยินยอมจากพ่อแม่ ขอโทษด้วยนะจ๊ะ 
INTR064DO;Dogen;Wowee. You're so lucky. You get to go home soon.;ว้าว. นายโชคดีจัง นายจะได้กลับบ้านแล้ว.
INTR065RA;Raz;Home? Back there I was just like you were Dogen--punished by my own family for having powers I never asked for.;บ้านเหรอ? กลับไปที่นั่นฉันก็เหมือนกับนาย โดแกน ถูกลงโทษจากครอบครัวเพราะมีพลังที่ฉันก็ไม่เคยขอ.
INTR066RA;Raz;But here, I have a chance to be something. To make a difference.;แต่ที่นี่ ฉันมีโอกาสที่จะเป็นอะไรบางอย่างที่ต่างออกไป
INTR067RA;Raz;They may come for me, Dogen, but they'll be looking for Raz, the boy. What they're going to find;"พวกเขาอาจตามหาฉัน โดแกน ตามหา ""แรซ"" เด็กคนนึง. แต่สิ่งที่พวกเขาจะได้พบ?"
INTR068RA;Raz;What they don't expect, is Raz, the Psychonaut.;"?สิ่งที่พวกเขาไม่คาดคิด คือ ""แรซแห่งไซโคนอท"".  "
INTR069DO;Dogen;And--and--and then you'll make their heads explode?;และ--แล้ว--แล้วนายก็จะระเบิดหัวพวกเขา?
INTR070RA;Raz;No! Do you do that?;ไม่! นายทำงั้นเหรอ?
INTR071DO;Dogen;No!;ไม่!
INTR072DO;Dogen;No! Well, once kinda. But, now I wear this special hat. Wanna try it on?;ไม่! เอ่อ ครั้งนึงอ่ะ. แต่ตอนนี้ฉันใส่หมวกพิเศษนี่ไง อยากลองใส่ดูมั้ย?
INTR073RA;Raz;No no no!;ไม่ๆ ไม่เอา!
INTR074SA;Sasha;But he has mental defenses like I've never seen in someone so young. If I could just get him in my lab for some experiments, I'm sure he could withstand more than the others!;แต่เขามีการป้องกันทางจิตที่ฉันไม่เคยเห็นในเด็กอายุเท่านี้มาก่อน ถ้าฉันพาเขาไปที่ห้องทดลองของฉันได้ เพื่อการทดลอง ฉันมั่นใจว่าเขาจะทนได้มากกว่าเด็กคนอื่น ๆ แน่นอน!
INTR075CO;Coach;That kid's one in a million, Nein. But I'm not going to let you turn him into one of your guinea pigs!;เด็กนั่นเป็นหนึ่งในล้านเลยล่ะ ไนน์ แต่ฉันจะไม่ยอมให้นายเปลี่ยนเขาไปเป็นหนูทดลองของนายหรอกนะ!
INTR076CO;Coach;I've got big plans for that mind.;ฉันมีแผนการใหญ่สำหรับเด็กนั่นแล้ว.
INTR077MI;Milla;Quickly, bring it over here;เร็วเข้า พามันมานี่
SLAC001RA;Raz;Ahhh!;Ahhh!
SLAC002SA;Sasha;Hmm. That should not have happened. We need to try that again.;ฮืมม. นั่นมันไม่ควรจะเกิดขึ้น เราต้องลองกันอีกครั้ง
SLAC003RA;Raz;Oh, I don't think I need to be in the Tumbler with the glowy eye guys anymore.;โอ้ ผมไม่คิดว่าผมจะอยากเข้าไปในเครื่องที่มีไอ้เจ้าตาเรืองแสงนั่นอีกแล้ว
SLAC004SA;Sasha;Suit yourself.;ตามใจเธอ
